"date","metric","submetric","value","display"
2026-05-23,"COVID-19 hospitalizations","Overall",0.1,"Percent"
2026-05-30,"COVID-19 hospitalizations","Overall",0.08,"Percent"
2026-06-06,"COVID-19 hospitalizations","Overall",0.12,"Percent"
2026-03-21,"COVID-19 hospitalizations by age group","0-4",0.66,"Percent"
2026-03-28,"COVID-19 hospitalizations by age group","0-4",0.69,"Percent"
2026-04-04,"COVID-19 hospitalizations by age group","0-4",0.66,"Percent"
2026-04-11,"COVID-19 hospitalizations by age group","0-4",0.79,"Percent"
2026-04-18,"COVID-19 hospitalizations by age group","0-4",0.7,"Percent"
2026-04-25,"COVID-19 hospitalizations by age group","0-4",0,"Percent"
2026-05-02,"COVID-19 hospitalizations by age group","0-4",0.32,"Percent"
2026-05-09,"COVID-19 hospitalizations by age group","0-4",0,"Percent"
2026-05-16,"COVID-19 hospitalizations by age group","0-4",0,"Percent"
2026-05-23,"COVID-19 hospitalizations by age group","0-4",0.36,"Percent"
2026-05-30,"COVID-19 hospitalizations by age group","0-4",0,"Percent"
2026-06-06,"COVID-19 hospitalizations by age group","0-4",1.41,"Percent"
2026-03-21,"COVID-19 hospitalizations by age group","5-17",0.27,"Percent"
2026-03-28,"COVID-19 hospitalizations by age group","5-17",0.26,"Percent"
2026-04-04,"COVID-19 hospitalizations by age group","5-17",0,"Percent"
2026-04-11,"COVID-19 hospitalizations by age group","5-17",0.37,"Percent"
2026-04-18,"COVID-19 hospitalizations by age group","5-17",0,"Percent"
2026-04-25,"COVID-19 hospitalizations by age group","5-17",0,"Percent"
2026-05-02,"COVID-19 hospitalizations by age group","5-17",0,"Percent"
2026-05-09,"COVID-19 hospitalizations by age group","5-17",0,"Percent"
2026-05-16,"COVID-19 hospitalizations by age group","5-17",0,"Percent"
2026-05-23,"COVID-19 hospitalizations by age group","5-17",0,"Percent"
2026-05-30,"COVID-19 hospitalizations by age group","5-17",0,"Percent"
2026-06-06,"COVID-19 hospitalizations by age group","5-17",0,"Percent"
2026-03-21,"COVID-19 hospitalizations by age group","18-64",0.08,"Percent"
2026-03-28,"COVID-19 hospitalizations by age group","18-64",0.12,"Percent"
2026-04-04,"COVID-19 hospitalizations by age group","18-64",0.17,"Percent"
2026-04-11,"COVID-19 hospitalizations by age group","18-64",0.04,"Percent"
2026-04-18,"COVID-19 hospitalizations by age group","18-64",0.17,"Percent"
2026-04-25,"COVID-19 hospitalizations by age group","18-64",0.02,"Percent"
2026-05-02,"COVID-19 hospitalizations by age group","18-64",0.06,"Percent"
2026-05-09,"COVID-19 hospitalizations by age group","18-64",0.11,"Percent"
2026-05-16,"COVID-19 hospitalizations by age group","18-64",0.06,"Percent"
2026-05-23,"COVID-19 hospitalizations by age group","18-64",0.08,"Percent"
2026-05-30,"COVID-19 hospitalizations by age group","18-64",0.06,"Percent"
2026-06-06,"COVID-19 hospitalizations by age group","18-64",0.02,"Percent"
2026-03-21,"COVID-19 hospitalizations by age group","65+",0.15,"Percent"
2026-03-28,"COVID-19 hospitalizations by age group","65+",0.36,"Percent"
2026-04-04,"COVID-19 hospitalizations by age group","65+",0.2,"Percent"
2026-04-11,"COVID-19 hospitalizations by age group","65+",0.25,"Percent"
2026-04-18,"COVID-19 hospitalizations by age group","65+",0.37,"Percent"
2026-04-25,"COVID-19 hospitalizations by age group","65+",0.32,"Percent"
2026-05-02,"COVID-19 hospitalizations by age group","65+",0.16,"Percent"
2026-05-09,"COVID-19 hospitalizations by age group","65+",0.17,"Percent"
2026-05-16,"COVID-19 hospitalizations by age group","65+",0.23,"Percent"
2026-05-23,"COVID-19 hospitalizations by age group","65+",0.12,"Percent"
2026-05-30,"COVID-19 hospitalizations by age group","65+",0.12,"Percent"
2026-06-06,"COVID-19 hospitalizations by age group","65+",0.17,"Percent"
2026-03-21,"COVID-19 hospitalizations by borough","Bronx",0.05,"Percent"
2026-03-28,"COVID-19 hospitalizations by borough","Bronx",0.21,"Percent"
2026-04-04,"COVID-19 hospitalizations by borough","Bronx",0.1,"Percent"
2026-04-11,"COVID-19 hospitalizations by borough","Bronx",0.15,"Percent"
2026-04-18,"COVID-19 hospitalizations by borough","Bronx",0.19,"Percent"
2026-04-25,"COVID-19 hospitalizations by borough","Bronx",0.05,"Percent"
2026-05-02,"COVID-19 hospitalizations by borough","Bronx",0.05,"Percent"
2026-05-09,"COVID-19 hospitalizations by borough","Bronx",0.05,"Percent"
2026-05-16,"COVID-19 hospitalizations by borough","Bronx",0,"Percent"
2026-05-23,"COVID-19 hospitalizations by borough","Bronx",0,"Percent"
2026-05-30,"COVID-19 hospitalizations by borough","Bronx",0.05,"Percent"
2026-06-06,"COVID-19 hospitalizations by borough","Bronx",0.04,"Percent"
2026-03-21,"COVID-19 hospitalizations by borough","Brooklyn",0.14,"Percent"
2026-03-28,"COVID-19 hospitalizations by borough","Brooklyn",0.28,"Percent"
2026-04-04,"COVID-19 hospitalizations by borough","Brooklyn",0.36,"Percent"
2026-04-11,"COVID-19 hospitalizations by borough","Brooklyn",0.09,"Percent"
2026-04-18,"COVID-19 hospitalizations by borough","Brooklyn",0.3,"Percent"
2026-04-25,"COVID-19 hospitalizations by borough","Brooklyn",0.14,"Percent"
2026-05-02,"COVID-19 hospitalizations by borough","Brooklyn",0.17,"Percent"
2026-05-09,"COVID-19 hospitalizations by borough","Brooklyn",0.14,"Percent"
2026-05-16,"COVID-19 hospitalizations by borough","Brooklyn",0.17,"Percent"
2026-05-23,"COVID-19 hospitalizations by borough","Brooklyn",0.06,"Percent"
2026-05-30,"COVID-19 hospitalizations by borough","Brooklyn",0.06,"Percent"
2026-06-06,"COVID-19 hospitalizations by borough","Brooklyn",0.06,"Percent"
2026-03-21,"COVID-19 hospitalizations by borough","Manhattan",0.07,"Percent"
2026-03-28,"COVID-19 hospitalizations by borough","Manhattan",0,"Percent"
2026-04-04,"COVID-19 hospitalizations by borough","Manhattan",0.07,"Percent"
2026-04-11,"COVID-19 hospitalizations by borough","Manhattan",0.07,"Percent"
2026-04-18,"COVID-19 hospitalizations by borough","Manhattan",0.07,"Percent"
2026-04-25,"COVID-19 hospitalizations by borough","Manhattan",0,"Percent"
2026-05-02,"COVID-19 hospitalizations by borough","Manhattan",0,"Percent"
2026-05-09,"COVID-19 hospitalizations by borough","Manhattan",0.13,"Percent"
2026-05-16,"COVID-19 hospitalizations by borough","Manhattan",0.13,"Percent"
2026-05-23,"COVID-19 hospitalizations by borough","Manhattan",0,"Percent"
2026-05-30,"COVID-19 hospitalizations by borough","Manhattan",0.07,"Percent"
2026-06-06,"COVID-19 hospitalizations by borough","Manhattan",0.11,"Percent"
2026-03-21,"COVID-19 hospitalizations by borough","Queens",0.23,"Percent"
2026-03-28,"COVID-19 hospitalizations by borough","Queens",0.41,"Percent"
2026-04-04,"COVID-19 hospitalizations by borough","Queens",0.14,"Percent"
2026-04-11,"COVID-19 hospitalizations by borough","Queens",0.28,"Percent"
2026-04-18,"COVID-19 hospitalizations by borough","Queens",0.44,"Percent"
2026-04-25,"COVID-19 hospitalizations by borough","Queens",0.22,"Percent"
2026-05-02,"COVID-19 hospitalizations by borough","Queens",0.18,"Percent"
2026-05-09,"COVID-19 hospitalizations by borough","Queens",0.18,"Percent"
2026-05-16,"COVID-19 hospitalizations by borough","Queens",0.18,"Percent"
2026-05-23,"COVID-19 hospitalizations by borough","Queens",0.18,"Percent"
2026-05-30,"COVID-19 hospitalizations by borough","Queens",0.19,"Percent"
2026-06-06,"COVID-19 hospitalizations by borough","Queens",0.19,"Percent"
2026-03-21,"COVID-19 hospitalizations by borough","Staten Island",0.22,"Percent"
2026-03-28,"COVID-19 hospitalizations by borough","Staten Island",0,"Percent"
2026-04-04,"COVID-19 hospitalizations by borough","Staten Island",0,"Percent"
2026-04-11,"COVID-19 hospitalizations by borough","Staten Island",0.52,"Percent"
2026-04-18,"COVID-19 hospitalizations by borough","Staten Island",0.16,"Percent"
2026-04-25,"COVID-19 hospitalizations by borough","Staten Island",0.41,"Percent"
2026-05-02,"COVID-19 hospitalizations by borough","Staten Island",0,"Percent"
2026-05-09,"COVID-19 hospitalizations by borough","Staten Island",0.14,"Percent"
2026-05-16,"COVID-19 hospitalizations by borough","Staten Island",0.14,"Percent"
2026-05-23,"COVID-19 hospitalizations by borough","Staten Island",0.5,"Percent"
2026-05-30,"COVID-19 hospitalizations by borough","Staten Island",0,"Percent"
2026-06-06,"COVID-19 hospitalizations by borough","Staten Island",0.4,"Percent"
2026-03-21,"Influenza visits","Overall",1.01,"Percent"
2026-03-28,"Influenza visits","Overall",1.15,"Percent"
2026-04-04,"Influenza visits","Overall",1.07,"Percent"
2026-04-11,"Influenza visits","Overall",0.75,"Percent"
2026-04-18,"Influenza visits","Overall",0.49,"Percent"
2026-04-25,"Influenza visits","Overall",0.32,"Percent"
2026-05-02,"Influenza visits","Overall",0.34,"Percent"
2026-05-09,"Influenza visits","Overall",0.34,"Percent"
2026-05-16,"Influenza visits","Overall",0.28,"Percent"
2026-05-23,"Influenza visits","Overall",0.26,"Percent"
2026-05-30,"Influenza visits","Overall",0.15,"Percent"
2026-06-06,"Influenza visits","Overall",0.12,"Percent"
2026-03-21,"Influenza visits by age group","0-4",1.74,"Percent"
2026-03-28,"Influenza visits by age group","0-4",2.05,"Percent"
2026-04-04,"Influenza visits by age group","0-4",1.82,"Percent"
2026-04-11,"Influenza visits by age group","0-4",1.34,"Percent"
2026-04-18,"Influenza visits by age group","0-4",1.1,"Percent"
2026-04-25,"Influenza visits by age group","0-4",0.76,"Percent"
2026-05-02,"Influenza visits by age group","0-4",0.58,"Percent"
2026-05-09,"Influenza visits by age group","0-4",0.61,"Percent"
2026-05-16,"Influenza visits by age group","0-4",0.55,"Percent"
2026-05-23,"Influenza visits by age group","0-4",0.56,"Percent"
2026-05-30,"Influenza visits by age group","0-4",0.35,"Percent"
2026-06-06,"Influenza visits by age group","0-4",0.27,"Percent"
2026-03-21,"Influenza visits by age group","5-17",4.16,"Percent"
2026-03-28,"Influenza visits by age group","5-17",4.28,"Percent"
2026-04-04,"Influenza visits by age group","5-17",4.32,"Percent"
2026-04-11,"Influenza visits by age group","5-17",2.99,"Percent"
2026-04-18,"Influenza visits by age group","5-17",1.22,"Percent"
2026-04-25,"Influenza visits by age group","5-17",0.87,"Percent"
2026-05-02,"Influenza visits by age group","5-17",1.13,"Percent"
2026-05-09,"Influenza visits by age group","5-17",1.1,"Percent"
2026-05-16,"Influenza visits by age group","5-17",1.01,"Percent"
2026-05-23,"Influenza visits by age group","5-17",0.92,"Percent"
2026-05-30,"Influenza visits by age group","5-17",0.53,"Percent"
2026-06-06,"Influenza visits by age group","5-17",0.35,"Percent"
2026-03-21,"Influenza visits by age group","18-64",0.68,"Percent"
2026-03-28,"Influenza visits by age group","18-64",0.82,"Percent"
2026-04-04,"Influenza visits by age group","18-64",0.77,"Percent"
2026-04-11,"Influenza visits by age group","18-64",0.62,"Percent"
2026-04-18,"Influenza visits by age group","18-64",0.44,"Percent"
2026-04-25,"Influenza visits by age group","18-64",0.25,"Percent"
2026-05-02,"Influenza visits by age group","18-64",0.28,"Percent"
2026-05-09,"Influenza visits by age group","18-64",0.27,"Percent"
2026-05-16,"Influenza visits by age group","18-64",0.2,"Percent"
2026-05-23,"Influenza visits by age group","18-64",0.18,"Percent"
2026-05-30,"Influenza visits by age group","18-64",0.11,"Percent"
2026-06-06,"Influenza visits by age group","18-64",0.1,"Percent"
2026-03-21,"Influenza visits by age group","65+",0.13,"Percent"
2026-03-28,"Influenza visits by age group","65+",0.21,"Percent"
2026-04-04,"Influenza visits by age group","65+",0.25,"Percent"
2026-04-11,"Influenza visits by age group","65+",0.25,"Percent"
2026-04-18,"Influenza visits by age group","65+",0.15,"Percent"
2026-04-25,"Influenza visits by age group","65+",0.12,"Percent"
2026-05-02,"Influenza visits by age group","65+",0.05,"Percent"
2026-05-09,"Influenza visits by age group","65+",0.1,"Percent"
2026-05-16,"Influenza visits by age group","65+",0.06,"Percent"
2026-05-23,"Influenza visits by age group","65+",0.1,"Percent"
2026-05-30,"Influenza visits by age group","65+",0.03,"Percent"
2026-06-06,"Influenza visits by age group","65+",0.02,"Percent"
2026-03-21,"Influenza visits by borough","Bronx",1.05,"Percent"
2026-03-28,"Influenza visits by borough","Bronx",1.33,"Percent"
2026-04-04,"Influenza visits by borough","Bronx",1.14,"Percent"
2026-04-11,"Influenza visits by borough","Bronx",0.84,"Percent"
2026-04-18,"Influenza visits by borough","Bronx",0.6,"Percent"
2026-04-25,"Influenza visits by borough","Bronx",0.4,"Percent"
2026-05-02,"Influenza visits by borough","Bronx",0.43,"Percent"
2026-05-09,"Influenza visits by borough","Bronx",0.41,"Percent"
2026-05-16,"Influenza visits by borough","Bronx",0.4,"Percent"
2026-05-23,"Influenza visits by borough","Bronx",0.34,"Percent"
2026-05-30,"Influenza visits by borough","Bronx",0.19,"Percent"
2026-06-06,"Influenza visits by borough","Bronx",0.15,"Percent"
2026-03-21,"Influenza visits by borough","Brooklyn",0.95,"Percent"
2026-03-28,"Influenza visits by borough","Brooklyn",1.15,"Percent"
2026-04-04,"Influenza visits by borough","Brooklyn",0.96,"Percent"
2026-04-11,"Influenza visits by borough","Brooklyn",0.74,"Percent"
2026-04-18,"Influenza visits by borough","Brooklyn",0.36,"Percent"
2026-04-25,"Influenza visits by borough","Brooklyn",0.29,"Percent"
2026-05-02,"Influenza visits by borough","Brooklyn",0.31,"Percent"
2026-05-09,"Influenza visits by borough","Brooklyn",0.32,"Percent"
2026-05-16,"Influenza visits by borough","Brooklyn",0.26,"Percent"
2026-05-23,"Influenza visits by borough","Brooklyn",0.18,"Percent"
2026-05-30,"Influenza visits by borough","Brooklyn",0.1,"Percent"
2026-06-06,"Influenza visits by borough","Brooklyn",0.06,"Percent"
2026-03-21,"Influenza visits by borough","Manhattan",0.78,"Percent"
2026-03-28,"Influenza visits by borough","Manhattan",0.83,"Percent"
2026-04-04,"Influenza visits by borough","Manhattan",0.83,"Percent"
2026-04-11,"Influenza visits by borough","Manhattan",0.63,"Percent"
2026-04-18,"Influenza visits by borough","Manhattan",0.41,"Percent"
2026-04-25,"Influenza visits by borough","Manhattan",0.27,"Percent"
2026-05-02,"Influenza visits by borough","Manhattan",0.25,"Percent"
2026-05-09,"Influenza visits by borough","Manhattan",0.38,"Percent"
2026-05-16,"Influenza visits by borough","Manhattan",0.21,"Percent"
2026-05-23,"Influenza visits by borough","Manhattan",0.22,"Percent"
2026-05-30,"Influenza visits by borough","Manhattan",0.19,"Percent"
2026-06-06,"Influenza visits by borough","Manhattan",0.09,"Percent"
2026-03-21,"Influenza visits by borough","Queens",1.27,"Percent"
2026-03-28,"Influenza visits by borough","Queens",1.31,"Percent"
2026-04-04,"Influenza visits by borough","Queens",1.42,"Percent"
2026-04-11,"Influenza visits by borough","Queens",0.86,"Percent"
2026-04-18,"Influenza visits by borough","Queens",0.63,"Percent"
2026-04-25,"Influenza visits by borough","Queens",0.3,"Percent"
2026-05-02,"Influenza visits by borough","Queens",0.35,"Percent"
2026-05-09,"Influenza visits by borough","Queens",0.3,"Percent"
2026-05-16,"Influenza visits by borough","Queens",0.21,"Percent"
2026-05-23,"Influenza visits by borough","Queens",0.32,"Percent"
2026-05-30,"Influenza visits by borough","Queens",0.12,"Percent"
2026-06-06,"Influenza visits by borough","Queens",0.19,"Percent"
2026-03-21,"Influenza visits by borough","Staten Island",0.8,"Percent"
2026-03-28,"Influenza visits by borough","Staten Island",0.73,"Percent"
2026-04-04,"Influenza visits by borough","Staten Island",0.81,"Percent"
2026-04-11,"Influenza visits by borough","Staten Island",0.36,"Percent"
2026-04-18,"Influenza visits by borough","Staten Island",0.37,"Percent"
2026-04-25,"Influenza visits by borough","Staten Island",0.25,"Percent"
2026-05-02,"Influenza visits by borough","Staten Island",0.33,"Percent"
2026-05-09,"Influenza visits by borough","Staten Island",0.2,"Percent"
2026-05-16,"Influenza visits by borough","Staten Island",0.27,"Percent"
2026-05-23,"Influenza visits by borough","Staten Island",0.27,"Percent"
2026-05-30,"Influenza visits by borough","Staten Island",0.15,"Percent"
2026-06-06,"Influenza visits by borough","Staten Island",0.05,"Percent"
2026-03-21,"Influenza hospitalizations","Overall",0.25,"Percent"
2026-03-28,"Influenza hospitalizations","Overall",0.25,"Percent"
2026-04-04,"Influenza hospitalizations","Overall",0.3,"Percent"
2026-04-11,"Influenza hospitalizations","Overall",0.22,"Percent"
2026-04-18,"Influenza hospitalizations","Overall",0.1,"Percent"
2026-04-25,"Influenza hospitalizations","Overall",0.1,"Percent"
2026-05-02,"Influenza hospitalizations","Overall",0.1,"Percent"
2026-05-09,"Influenza hospitalizations","Overall",0.09,"Percent"
2026-05-16,"Influenza hospitalizations","Overall",0.05,"Percent"
2026-05-23,"Influenza hospitalizations","Overall",0.07,"Percent"
2026-05-30,"Influenza hospitalizations","Overall",0.03,"Percent"
2026-06-06,"Influenza hospitalizations","Overall",0.02,"Percent"
2026-03-21,"Influenza hospitalizations by age group","0-4",1.32,"Percent"
2026-03-28,"Influenza hospitalizations by age group","0-4",0.69,"Percent"
2026-04-04,"Influenza hospitalizations by age group","0-4",1.64,"Percent"
2026-04-11,"Influenza hospitalizations by age group","0-4",0,"Percent"
2026-04-18,"Influenza hospitalizations by age group","0-4",1.05,"Percent"
